FID	IID	SOL	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	Group
NA20535	NA20535	0	-0.0223813	-0.0146109	0.00951829	-0.00534486	-0.00863244	-0.00367667	-0.00559221	-0.00274743	0.0122203	-0.0280749	3
NA20538	NA20538	0	-0.0150565	-0.02648	-0.0306245	0.0229977	0.0255408	0.000939181	-0.0066192	0.0132814	0.0127698	-0.00686432	3
NA20539	NA20539	0	-0.0135471	-0.0186579	0.0132708	0.00298811	0.00271772	-0.00900898	-0.000582186	-0.0161136	0.0336616	-0.0248815	3
NA20540	NA20540	0	-0.0188724	-0.0206637	0.00363473	-0.0107696	-0.00379713	0.0106379	0.0069803	-0.0142802	-0.0182507	-0.00495826	3
NA20541	NA20541	0	-0.0154632	-0.0169886	-0.00141213	-0.0103933	0.026559	0.000854066	-0.0125432	0.0178181	0.0188676	0.00420152	3
NA20542	NA20542	0	-0.0169162	-0.00955047	0.0227358	0.0206421	-0.0217796	0.00988305	-0.0203987	0.0236638	0.0094836	-0.00969929	3
NA20543	NA20543	0	-0.0117626	-0.0302648	0.0128233	0.0129052	0.00354503	0.0268691	-0.00714625	0.0144897	-0.0239269	0.0167778	3
NA20544	NA20544	0	-0.0117136	-0.01396	0.0117038	-0.0122689	-0.0165581	-0.00915232	0.00662494	-0.00962958	-0.018258	0.0166667	3
NA20581	NA20581	0	-0.017704	-0.012468	-0.0045022	0.0148679	0.00272386	0.00697656	0.0127135	-0.000994917	0.00913061	0.0140829	3
NA20582	NA20582	0	-0.0202164	-0.015991	0.0168921	0.00835708	-0.0173665	-0.00225922	0.00226122	-0.0195446	-0.0157021	-0.0199301	3
NA20586	NA20586	0	-0.0146462	-0.021158	0.0105447	0.00256124	0.0024013	-0.00873853	0.00319388	-0.00451182	-0.00192515	0.00335341	3
NA20588	NA20588	0	-0.0166313	-0.0216304	0.00291797	7.47E-05	0.00686302	0.00865522	0.0102779	-0.00344266	-0.0071397	-0.0282025	3
NA20589	NA20589	0	-0.0169267	-0.0209476	-0.00154574	-0.0108834	0.00297337	0.00792138	-0.0104383	-0.0214339	0.018244	0.0244056	3
NA20752	NA20752	0	-0.0142651	-0.0232968	0.0036877	0.00893826	-0.0104982	0.00464173	0.0321085	0.000915801	-0.0128321	0.0163066	3
NA20753	NA20753	0	-0.0209407	-0.0176927	0.00834171	0.00787045	-0.0127067	0.00174	0.00946481	-0.00193562	-0.0195239	0.00840958	3
NA20754	NA20754	0	-0.0122943	-0.0281552	-0.00776109	-0.0067821	0.00895566	-0.0180647	0.0259505	-0.0152561	0.00794236	-0.0140225	3
NA20755	NA20755	0	-0.0151506	-0.0204528	0.0157782	-0.0336354	-0.00483299	-0.0117118	-0.0268315	-0.0109702	-0.0321829	-0.00710704	3
NA20756	NA20756	0	-0.0140211	-0.0180656	0.00333278	-0.00935399	-0.0210791	0.0152822	0.00591911	-0.0138662	0.00679833	-0.0005406	3
NA20757	NA20757	0	-0.0144699	-0.0211481	-0.00234797	0.00596057	0.00912075	-0.0058628	0.00188235	-0.0136409	-0.00584028	0.0156388	3
NA20758	NA20758	0	-0.0205419	-0.0192544	0.0243001	-0.00945289	0.00130926	0.0104034	0.0276938	0.00639604	-0.00860002	-0.00151694	3
NA20759	NA20759	0	-0.0164047	-0.0255859	0.00141785	0.00652857	-0.013935	-0.0104717	0.0161666	0.0135043	-0.0176584	0.0039675	3
NA20760	NA20760	0	-0.0110101	-0.015068	0.0310693	-0.00731374	-0.00793665	0.0237197	-0.00799027	-0.00295068	-0.00576502	0.0012232	3
NA20761	NA20761	0	-0.0239344	-0.0183549	0.0261524	-0.0092495	-0.00797102	0.00162467	-0.0297327	0.0171819	-0.0150838	-0.0184093	3
NA20765	NA20765	0	-0.0172967	-0.022911	-0.0364933	0.020391	0.00453828	-0.0160602	0.00771523	0.00655526	0.00553243	0.00378155	3
NA20766	NA20766	0	-0.0125404	-0.0233633	0.00090291	0.0200414	-0.00880945	-0.00349432	0.0205806	-0.00414059	0.0267249	0.0300024	3
NA20768	NA20768	0	-0.0201913	-0.0266113	0.0124416	-0.00762547	0.0203892	-0.00325526	-0.00714612	0.00794235	0.00214683	0.0165445	3
NA20769	NA20769	0	-0.0220505	-0.0362406	-0.0137735	0.017466	-0.00190941	0.0178116	-0.00783198	-0.0105625	-0.0341685	-0.0244188	3
NA20770	NA20770	0	-0.0154389	-0.0286623	-0.0185279	0.00751407	0.00440158	-0.00424145	-0.0088197	0.0150947	-0.00572378	-0.0139638	3
NA20771	NA20771	0	-0.0167593	-0.0140686	-0.0149682	0.000347161	-0.0182695	-0.013131	0.0143316	-0.00617802	0.0218278	-0.00225169	3
NA20772	NA20772	0	-0.0179745	-0.0162085	-0.00821697	-0.0114153	-0.00523191	-0.00593023	-0.00932735	-0.0238106	-0.00336613	0.0153491	3
NA20773	NA20773	0	-0.0106156	-0.0213187	0.0197276	0.00989087	-0.00937788	-0.0519953	-0.00163946	0.0015265	-0.0107958	0.00842158	3
NA20774	NA20774	0	-0.0132553	-0.0141025	-0.000463715	0.0124101	0.00235856	0.0387576	0.00242599	-0.000803858	0.00320858	-0.0176714	3
NA20775	NA20775	0	-0.0164552	-0.0242532	-0.0162866	-0.0265599	0.0105565	0.015084	0.00250339	0.034054	-0.00891592	-0.00665167	3
NA20778	NA20778	0	-0.0148788	-0.0333969	-0.0113588	0.000447823	-0.00173817	-0.0312118	0.0124735	-0.0128025	-0.00636599	0.0117059	3
NA20783	NA20783	0	-0.0151398	-0.0256423	-0.0297734	-0.0166064	0.00506435	-0.00514921	0.000161931	-0.0203774	0.000318513	0.00228666	3
NA20785	NA20785	0	-0.0204079	-0.00498616	0.00555798	-0.00523482	-0.0071567	0.00669747	0.0202026	-0.010367	0.0218359	-0.00470288	3
NA20786	NA20786	0	-0.0177534	-0.0239105	-0.00310713	0.0191574	-0.00746085	0.0111197	-0.0110483	-0.000966135	-0.0137673	0.0067714	3
NA20787	NA20787	0	-0.0170467	-0.0246258	0.00253349	-0.0235911	-0.0238505	-0.0217749	0.0225485	0.00148751	-0.00433973	-0.00721051	3
NA20790	NA20790	0	-0.0157291	-0.0123587	0.0155222	-0.0205503	0.00124668	0.0105005	0.00693115	0.0226235	0.00664047	0.00624338	3
NA20792	NA20792	0	-0.015843	-0.0180791	-0.020452	-0.0157757	-0.00249241	-0.0269057	0.0121903	0.00302203	-0.0213075	-0.0145153	3
NA20795	NA20795	0	-0.0167986	-0.0153868	-0.0113285	0.0172595	0.00688493	-0.013499	-0.016589	0.0167068	0.00782708	-0.00973463	3
NA20796	NA20796	0	-0.0159709	-0.0224761	-0.00472041	-0.0157328	0.0252328	-0.0016819	-0.0210057	0.0108578	-0.00644269	-0.0278893	3
NA20797	NA20797	0	-0.0165669	-0.0174219	0.00355916	0.00983858	-0.00962219	-0.00918886	0.00243704	-0.00956899	0.0373744	0.000947033	3
NA20799	NA20799	0	-0.0163323	-0.020953	0.0105008	-0.000133479	-0.0038752	0.00900428	-0.0026393	0.00483176	-0.00682143	0.00753687	3
NA20800	NA20800	0	-0.0165996	-0.0226673	0.00692043	0.0142946	0.0284473	0.0191987	0.0108283	-0.0127943	0.0244093	0.00263542	3
NA20801	NA20801	0	-0.0222554	-0.0250586	0.030419	-0.0212506	0.00708468	-0.00985948	0.00143344	-0.00758709	-0.0106127	0.00287642	3
NA20802	NA20802	0	-0.0208652	-0.0134718	0.00467231	-0.0150879	0.0334343	0.00753021	-0.00277049	-0.0340393	0.0108288	0.0143668	3
NA20803	NA20803	0	-0.0286244	-0.0124446	0.0174097	0.00705809	0.0183359	0.00653941	-0.0127564	0.00210051	0.00515768	0.00212128	3
NA20804	NA20804	0	-0.0231544	-0.0235476	0.00310821	0.0246706	0.0167904	-0.00800639	0.00351374	-0.00584908	-0.0197498	-0.024656	3
NA20805	NA20805	0	-0.0226821	-0.0334489	-3.30E-05	0.00195389	-0.00304103	0.00293383	-0.0181061	0.00692759	0.0226213	-0.00814605	3
NA20806	NA20806	0	-0.0141331	-0.0217644	-0.00422293	0.0195902	0.0183272	0.00859744	-0.0192475	0.0157903	0.0183316	0.00403906	3
NA20807	NA20807	0	-0.0177818	-0.0113074	-0.0317447	-0.00594762	-0.00838066	0.0238589	-0.00127067	0.00524759	-0.00330785	-0.0115238	3
NA20808	NA20808	0	-0.014512	-0.021721	-0.0331374	-0.0189921	0.0232452	-0.0142419	0.0433342	0.0113825	0.00278325	-0.0179304	3
NA20809	NA20809	0	-0.0231838	-0.0183735	-0.00398021	0.0180389	-0.0341946	-0.00720016	0.00247624	0.00646937	0.0162424	-0.0215036	3
NA20810	NA20810	0	-0.0184511	-0.01967	0.00333195	0.00659426	0.00912568	0.0103139	-0.0113796	-0.0120779	0.0173877	-0.00356711	3
NA20811	NA20811	0	-0.0169887	-0.0195846	-0.00682138	0.00140149	-0.00461778	0.0188122	-0.0139842	0.0086111	-0.00347303	0.0196416	3
NA20812	NA20812	0	-0.0125861	-0.0216936	-0.0316956	0.00905103	-0.00794595	-0.0336572	0.0282807	-0.000606708	-0.00819682	-0.0122652	3
NA20813	NA20813	0	-0.0204561	-0.0214081	-0.0132316	-0.0268968	-0.00940403	0.0118825	-0.00343988	-0.00597954	0.0020788	-0.00283604	3
NA20815	NA20815	0	-0.0186529	-0.0214479	-0.011328	0.0259711	-0.0164888	0.00758031	0.0141685	0.0051948	-0.00700687	0.00834726	3
NA20816	NA20816	0	-0.0144202	-0.0177277	0.00553199	0.000823743	0.02068	-0.00734345	-0.00148864	0.022453	0.0151111	0.00816091	3
NA20818	NA20818	0	-0.021437	-0.0255632	0.00122213	0.0286471	-0.00855396	0.00232392	0.00326446	-0.0125538	0.0115397	-0.0079291	3
NA20819	NA20819	0	-0.0108078	-0.0228082	-0.000803349	-0.00448134	0.0175876	0.00657397	-0.00407675	-0.0026372	-0.0106886	0.00684757	3
NA20826	NA20826	0	-0.0116064	-0.0132192	-0.0117088	-0.0253882	-0.0125861	0.0255401	0.0090319	0.0222897	-0.00174078	0.00519075	3
NA20828	NA20828	0	-0.0189915	-0.0284831	-0.00490657	-0.024958	-0.00608838	-0.00445824	0.00486175	0.0254848	0.0158743	-0.00739558	3
